filename,true_class,predicted_class,confidence,similarity
Tr-gl_0083.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0084.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0085.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0086.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0087.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0088.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0089.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0090.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0091.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0092.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0093.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0094.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0095.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0096.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0097.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0098.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0099.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0100.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0101.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0102.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0103.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0104.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0105.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0106.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0107.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0108.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0109.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0110.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0111.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0112.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0113.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0114.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0115.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0116.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0117.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0118.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0119.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0120.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0121.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0122.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0123.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0124.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0125.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0126.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0127.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0128.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0129.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0130.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0131.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0132.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0133.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0134.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0135.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0136.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0137.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0138.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0139.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0140.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0141.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0142.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0143.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0144.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0145.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0146.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0147.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0148.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0149.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0150.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0151.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0152.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0153.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0154.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0155.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0156.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0157.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0158.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0159.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0160.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0161.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0162.jpg,Glioma,Glioma,99.97,100.0
Tr-gl_0163.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0164.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0165.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0166.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0167.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0168.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0169.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0170.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0171.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0172.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0173.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0174.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0175.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0176.jpg,Glioma,Glioma,99.98,100.0
Tr-gl_0177.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0178.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0179.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0180.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0181.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0182.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0183.jpg,Glioma,Glioma,99.98,100.0
Tr-gl_0184.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0185.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0186.jpg,Glioma,Glioma,99.3,100.0
Tr-gl_0187.jpg,Glioma,Glioma,99.96,100.0
Tr-gl_0188.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0189.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0190.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0191.jpg,Glioma,Glioma,99.98,100.0
Tr-gl_0192.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0193.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0194.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0195.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0196.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0197.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0198.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0199.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0200.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0201.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0202.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0203.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0204.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0205.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0206.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0207.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0208.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0209.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0210.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0211.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0212.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0213.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0214.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0215.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0216.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0217.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0218.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0219.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0220.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0221.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0222.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0223.jpg,Glioma,Glioma,99.97,100.0
Tr-gl_0224.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0225.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0226.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0227.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0228.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0229.jpg,Glioma,Glioma,99.98,100.0
Tr-gl_0230.jpg,Glioma,Glioma,99.95,100.0
Tr-gl_0231.jpg,Glioma,Glioma,99.98,100.0
Tr-gl_0232.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0233.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0234.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0235.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0236.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0237.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0238.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0239.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0240.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0241.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0242.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0243.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0244.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0245.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0246.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0247.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0248.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0249.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0250.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0251.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0252.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0253.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0254.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0255.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0256.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0257.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0258.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0259.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0260.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0261.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0262.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0263.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0264.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0265.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0266.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0267.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0268.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0269.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0270.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0271.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0272.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0273.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0274.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0275.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0276.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0277.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0278.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0279.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0280.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0281.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0282.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0283.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0284.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0285.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0286.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0287.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0288.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0289.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0290.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0291.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0292.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0293.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0294.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0295.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0296.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0297.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0298.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0299.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0300.jpg,Glioma,Glioma,99.96,100.0
Tr-gl_0301.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0302.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0303.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0304.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0305.jpg,Glioma,Glioma,99.97,100.0
Tr-gl_0306.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0307.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0308.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0309.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0310.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0311.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0312.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0313.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0314.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0315.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0316.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0317.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0318.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0319.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0320.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0321.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0322.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0323.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0324.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0325.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0326.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0327.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0328.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0329.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0330.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0331.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0332.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0333.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0334.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0335.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0336.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0337.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0338.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0339.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0340.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0341.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0342.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0343.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0344.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0345.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0346.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0347.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0348.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0349.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0350.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0351.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0352.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0353.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0354.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0355.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0356.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0357.jpg,Glioma,Glioma,99.83,100.0
Tr-gl_0358.jpg,Glioma,Glioma,99.98,100.0
Tr-gl_0359.jpg,Glioma,Glioma,99.98,100.0
Tr-gl_0360.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0361.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0362.jpg,Glioma,Glioma,99.98,100.0
Tr-gl_0363.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0364.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0365.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0366.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0367.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0368.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0369.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0370.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0371.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0372.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0373.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0374.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0375.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0376.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0377.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0378.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0379.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0380.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0381.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0382.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0383.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0384.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0385.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0386.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0387.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0388.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0389.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0390.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0391.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0392.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0393.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0394.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0395.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0396.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0397.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0398.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0399.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0400.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0401.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0402.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0403.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0404.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0405.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0406.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0407.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0408.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0409.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0410.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0411.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0412.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0413.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0414.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0415.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0416.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0417.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0418.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0419.jpg,Glioma,Glioma,99.99,100.0
Tr-gl_0420.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0421.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0422.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0423.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0424.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0425.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0426.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0427.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0428.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0429.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0430.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0431.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0432.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0433.jpg,Glioma,Glioma,100.0,100.0
Tr-gl_0434.jpg,Glioma,Glioma,100.0,100.0
